plant_id,customer_id,plant_name,manufacturer,model,installation_date,cooling_capacity,heating_capacity,energy_efficiency_rating,warranty_expiration,last_inspection_date,plant_status
10406,3417,Dickinson - Rosenbaum Plant,Rice Group,IYQT5BALJT,2023-02-28,57485 BTU,25979 BTU,18.57713152736096,2025-01-20,2023-10-22,Under Maintenance
10407,3418,Tillman - Klein Plant,Powlowski Inc,JZC7LCSDON,2021-03-14,55649 BTU,45970 BTU,18.50731299643798,2029-03-27,2022-11-14,Inactive
10408,3418,Raynor LLC Plant,Powlowski LLC,D9DZSKB9MT,2020-05-15,54944 BTU,45969 BTU,20.950965333131276,2024-01-29,2020-12-31,Under Maintenance
10409,3418,Schaefer Inc Plant,Murazik - VonRueden,FPM59BX2YA,2020-08-21,36225 BTU,29343 BTU,14.950960079641433,2028-03-15,2021-12-20,Inactive
10410,3419,"Smitham, Bartoletti and Jaskolski Plant",Christiansen LLC,CJ2A1CWWQB,2024-09-09,30544 BTU,31525 BTU,18.916034257220446,2030-10-22,2024-09-21,Inactive
10411,3419,Jacobson Group Plant,Murray Inc,EJM4MDI74E,2024-03-01,51005 BTU,34357 BTU,15.94691899469811,2030-04-30,2024-04-28,Inactive
10412,3420,Jerde - Bergstrom Plant,Crist - Glover,XKKHXMZ7FG,2021-12-01,45041 BTU,53551 BTU,15.260858156273287,2030-05-31,2023-11-26,Inactive
10413,3420,"MacGyver, Harris and Schuster Plant",Powlowski Group,DLENYYOTN8,2022-12-25,32262 BTU,46349 BTU,13.124367652980105,2025-02-04,2023-05-26,Active
10414,3420,Harris Inc Plant,"Marks, Johnson and Harris",S6ALHO0NJF,2023-09-16,31758 BTU,32943 BTU,18.51100696613369,2026-02-22,2024-03-30,Inactive
10415,3420,"Ferry, Schoen and Parker Plant",Schowalter - Zieme,PHFVVOXXWV,2021-06-14,37361 BTU,29844 BTU,14.126409815251286,2029-10-22,2022-09-12,Inactive
10416,3421,Franecki Group Plant,"Dach, Funk and Hintz",JMAIJTGJO1,2023-03-06,30724 BTU,36906 BTU,16.51210605115528,2029-03-30,2024-05-03,Active
10417,3422,Rowe - Dickinson Plant,Marquardt - Fay,IJVEX45EGF,2020-01-15,53935 BTU,30538 BTU,16.338323775389764,2024-09-12,2023-11-02,Under Maintenance
10418,3422,"Hoeger, O'Connell and Powlowski Plant",Bruen Group,HLEYC5C6KB,2022-08-26,49060 BTU,34112 BTU,19.960533392155885,2030-08-01,2023-05-20,Inactive
10419,3422,Muller Inc Plant,Frami - Olson,AR7Y5OKDWZ,2020-12-06,56130 BTU,43508 BTU,13.292322125864581,2030-04-21,2023-04-12,Under Maintenance
10420,3422,Berge Inc Plant,Jerde LLC,AQ0IHK1VFD,2022-09-13,32016 BTU,39698 BTU,17.149522926841975,2028-04-24,2023-11-04,Under Maintenance
10421,3423,"Schroeder, Fritsch and West Plant",Fadel Group,NTXQIQF42L,2022-06-10,29481 BTU,32274 BTU,14.077880201829174,2023-01-03,2024-05-17,Active
10422,3424,Berge - Pagac Plant,"Zieme, Leffler and O'Reilly",ZYHU4G2GUG,2022-11-16,29185 BTU,44414 BTU,14.664079458743196,2024-10-25,2024-04-18,Under Maintenance
10423,3424,Hyatt and Sons Plant,"Schuster, Morissette and Shields",UCQMFJMGE2,2023-07-24,35409 BTU,49994 BTU,18.265234519082146,2029-01-30,2023-12-24,Active
10424,3424,Hartmann Group Plant,Walker - Wintheiser,OJY2JWOXQW,2021-10-20,30453 BTU,33703 BTU,14.675334533234846,2029-09-04,2023-04-01,Under Maintenance
10425,3424,Ziemann Inc Plant,Kuhn - Gerhold,TSFUD7HZSR,2024-09-15,34269 BTU,45182 BTU,15.931238493100869,2025-07-21,2024-09-21,Under Maintenance
10426,3424,McClure - Jerde Plant,Gleichner - Kovacek,9G21U33Y4C,2020-06-07,49502 BTU,57023 BTU,14.208253316914748,2030-09-06,2021-01-25,Under Maintenance
10427,3425,Schultz - Jacobson Plant,Pouros and Sons,8OAFRTCMT7,2023-10-30,45622 BTU,47814 BTU,17.37344663638178,2029-08-14,2024-02-28,Under Maintenance
10428,3425,Connelly and Sons Plant,"Towne, Farrell and Adams",5OOCJBHRH6,2020-12-07,33623 BTU,27132 BTU,20.873813331830405,2025-02-21,2023-04-14,Inactive
10429,3425,Witting - Beahan Plant,Schmitt - Mraz,II2XXARLUX,2021-04-01,35878 BTU,37328 BTU,14.148009507427433,2022-07-27,2024-06-18,Inactive
10430,3426,Mosciski and Sons Plant,Wiegand - Parker,IDYCC2R5J6,2022-10-11,59721 BTU,52488 BTU,15.828714364054978,2027-04-04,2024-09-18,Under Maintenance
10431,3427,"Johns, Erdman and Mann Plant","Beatty, Kautzer and Walter",ERQE0MJRJ4,2021-03-02,47469 BTU,56768 BTU,14.509872338374546,2024-03-13,2023-05-18,Inactive
10432,3427,Wilderman - Cormier Plant,Rempel - Hane,PJ8VFXHWII,2021-12-26,53431 BTU,44487 BTU,16.92696944067006,2026-11-13,2022-02-03,Under Maintenance
10433,3428,"Runolfsdottir, Klein and Walsh Plant",Keeling Group,MFJU5Y7OAB,2022-01-10,36413 BTU,36665 BTU,19.58112233912142,2026-03-27,2022-04-26,Inactive
10434,3428,"Schmitt, Streich and Koss Plant",Hayes Group,UFC7FSXXLR,2022-06-30,57655 BTU,51551 BTU,20.408438256754476,2023-07-25,2022-09-10,Under Maintenance
10435,3428,Shields and Sons Plant,Kreiger - Konopelski,JYL8CWGD1R,2024-01-13,41537 BTU,53419 BTU,20.0349035155354,2029-09-12,2024-08-31,Active
10436,3428,Volkman Inc Plant,O'Keefe - Marks,DJ5UWAQFCV,2022-08-13,46123 BTU,33057 BTU,14.244911643992788,2027-11-09,2023-03-21,Under Maintenance
10437,3429,Mertz Group Plant,Schulist - Koch,M0SNV0M4OV,2024-02-08,37097 BTU,37357 BTU,14.316402580518362,2026-01-08,2024-05-17,Active
10438,3430,Paucek - Kertzmann Plant,Collins - Dach,NEXHRJX9BO,2023-05-20,31493 BTU,38382 BTU,18.28502600785973,2029-02-03,2024-03-24,Active
10439,3430,"Stark, Stokes and Morar Plant",Schultz and Sons,JJTAVGDBLF,2023-01-24,42570 BTU,26596 BTU,16.226659426400477,2027-10-20,2023-11-19,Inactive
10440,3430,McGlynn - McClure Plant,Kemmer Inc,O1GXLJKV8H,2022-02-18,52191 BTU,34751 BTU,14.108511858982602,2024-04-27,2023-02-19,Active
10441,3431,"Kulas, Cormier and Conn Plant",Casper LLC,NSNPWHLGJN,2021-03-21,48394 BTU,56624 BTU,18.121926219748445,2021-06-29,2022-12-15,Under Maintenance
10442,3432,"Volkman, Morissette and Zemlak Plant","Reilly, Abbott and Johnston",CYINXNXUGA,2023-09-14,33900 BTU,28657 BTU,16.28399776111838,2030-08-24,2023-10-24,Under Maintenance
10443,3432,Padberg - Crooks Plant,D'Amore - Walsh,UEOOAXHJUN,2023-10-23,30745 BTU,57561 BTU,20.997762494616815,2027-10-11,2024-08-18,Under Maintenance
10444,3432,Schmidt and Sons Plant,Moore and Sons,GLUPHJFCI3,2022-04-14,58862 BTU,43839 BTU,19.81548201493112,2028-10-11,2024-06-09,Active
10445,3432,Schaefer - Connelly Plant,Reilly - Maggio,RSJN53XO3K,2024-01-19,30476 BTU,28078 BTU,14.445610562572213,2024-05-06,2024-04-24,Inactive
10446,3433,Koch Group Plant,"Swift, Stoltenberg and Reilly",BJTIN87V8Q,2024-05-25,45110 BTU,37584 BTU,13.307852450008653,2028-08-15,2024-07-10,Under Maintenance
10447,3433,Bailey - Pfannerstill Plant,"Turcotte, Abernathy and Will",0NCZKUFA2U,2020-09-19,55976 BTU,40609 BTU,14.879703737360902,2030-09-17,2021-11-15,Active
10448,3433,"Weimann, DuBuque and Marquardt Plant",Nader - Grady,5CQN2GICCU,2020-10-20,30916 BTU,32163 BTU,15.77964441923082,2029-11-01,2024-04-09,Under Maintenance
10449,3433,Boehm - Langosh Plant,Bartoletti - Wilkinson,EO0SG0K2YG,2020-02-24,34842 BTU,32798 BTU,17.232872844189178,2024-07-30,2023-07-17,Active
10450,3434,Mayer Group Plant,Hagenes - Trantow,MARSDENIWU,2024-04-22,36985 BTU,54450 BTU,16.54732612084444,2027-08-23,2024-06-14,Active
10451,3434,"Schoen, Marquardt and Rosenbaum Plant","Gerhold, Wiegand and Leuschke",SPILOROMTP,2020-06-20,40307 BTU,59350 BTU,13.88075970251504,2024-10-21,2021-07-28,Inactive
10452,3435,Marks - Wisoky Plant,Volkman Inc,G5R2LTTIZA,2020-06-11,56226 BTU,42520 BTU,16.63915196406719,2020-10-27,2024-05-24,Active
10453,3435,"Stanton, Mann and Hansen Plant",Mraz and Sons,AQBKADPISP,2024-02-08,50935 BTU,44709 BTU,16.798639696350712,2024-09-01,2024-08-19,Active
10454,3435,Glover Group Plant,"Johnston, Rath and Zboncak",FTK51EPGZX,2022-01-22,59962 BTU,52524 BTU,16.49989222444458,2026-08-03,2024-07-05,Under Maintenance
10455,3435,"D'Amore, Zulauf and Cormier Plant","D'Amore, Hackett and Ruecker",TRA9T2TYUK,2024-07-04,31019 BTU,52438 BTU,14.133044610225944,2030-08-07,2024-09-19,Active
10456,3435,Wunsch - Zemlak Plant,"Haley, Johnston and Armstrong",EVEQC2GKDU,2021-03-05,46525 BTU,48182 BTU,19.69267606920423,2027-12-08,2023-10-17,Active
10457,3436,Klein and Sons Plant,Boyer - Conroy,6X1XJUOYXC,2022-10-12,35617 BTU,39245 BTU,19.76850421188618,2030-10-29,2024-05-05,Inactive
10458,3436,Kris Inc Plant,Thompson - Tillman,FNXOCHW9XF,2022-07-31,32834 BTU,52147 BTU,18.869945051237057,2024-06-14,2024-08-13,Active
10459,3436,Rohan and Sons Plant,Hermiston and Sons,CQ5KFWBJ5V,2023-04-27,41182 BTU,59822 BTU,17.964413585445758,2030-04-19,2023-11-12,Inactive
10460,3436,Murphy LLC Plant,"Streich, Lehner and Rosenbaum",Z9HPCBNY1P,2023-02-07,56483 BTU,36512 BTU,16.41882872618368,2028-01-08,2024-08-26,Inactive
10461,3436,Hegmann - Swaniawski Plant,VonRueden - Weber,5L23OJJVON,2021-10-02,30516 BTU,43425 BTU,14.983007769245775,2030-12-23,2022-03-27,Under Maintenance
10462,3437,White Group Plant,"Wolff, Halvorson and Braun",1BH2X3FJ7Q,2021-04-21,43782 BTU,47013 BTU,16.98832076340438,2030-07-12,2021-05-23,Active
10463,3438,Bode Group Plant,"Jakubowski, Klocko and Schowalter",YO1TR49M0M,2023-07-25,45842 BTU,56885 BTU,20.762509471305986,2030-11-10,2023-10-21,Inactive
10464,3439,Romaguera LLC Plant,Mante - Kub,GKROSIBRXZ,2021-12-30,27630 BTU,47242 BTU,15.168395330705323,2027-11-10,2022-05-20,Active
10465,3439,"Botsford, Ratke and Runolfsson Plant",Muller - Rodriguez,0NF7WCNZJD,2022-08-22,24984 BTU,35481 BTU,13.049915813982185,2023-09-06,2023-05-01,Active
10466,3439,Runolfsson - Walter Plant,Russel - Braun,KWJJXGODUU,2020-02-07,45049 BTU,44676 BTU,20.5982307065796,2030-02-22,2024-01-11,Under Maintenance
10467,3439,Mraz Inc Plant,Stark Inc,P7P9BUPMIR,2023-09-26,42322 BTU,33691 BTU,19.035328174964285,2023-11-20,2024-03-04,Under Maintenance
10468,3440,Gleichner and Sons Plant,"Cassin, Raynor and Hammes",XXDAAAYZGK,2021-09-27,28429 BTU,39846 BTU,20.726408105142298,2030-02-13,2023-09-02,Inactive
10469,3440,Cummings Inc Plant,Adams Group,QZIVMYALND,2022-03-18,30977 BTU,38833 BTU,17.518854084392373,2025-03-13,2023-08-29,Under Maintenance
10470,3441,Schimmel - Connelly Plant,O'Hara - Abshire,5D7TUCPP6G,2023-04-03,48783 BTU,44465 BTU,17.567265197138713,2028-06-16,2024-07-29,Under Maintenance
10471,3441,Greenholt - Bartoletti Plant,Harris Inc,KAPQQ5Y6RV,2023-08-06,35072 BTU,34539 BTU,17.151630739808027,2025-11-03,2024-03-26,Active
10472,3441,Schmitt LLC Plant,Wilderman LLC,EUJJTA9U0D,2022-12-25,45083 BTU,29395 BTU,17.429566670756962,2028-10-04,2024-08-05,Under Maintenance
10473,3442,Koelpin Group Plant,"Tremblay, Barrows and Langosh",DMVPZJ8P6G,2024-02-23,45511 BTU,54969 BTU,15.72305020974669,2030-10-30,2024-08-02,Under Maintenance
10474,3442,"Wuckert, Parisian and Harris Plant",Hackett - Beier,8VNWBUTB4D,2020-10-12,24277 BTU,41422 BTU,18.313655875138128,2025-01-09,2023-11-30,Active
10475,3442,Stokes - Harvey Plant,"Kuhic, Bradtke and Feeney",S2ACQHJLXL,2020-06-18,50941 BTU,54923 BTU,16.197527942124456,2020-07-15,2022-07-26,Inactive
10476,3442,"Heathcote, Crooks and Wyman Plant",Emard - D'Amore,DSJ0KJFFVP,2020-06-28,26682 BTU,27107 BTU,19.163192717984277,2022-07-20,2023-07-02,Inactive
10477,3442,Bergnaum - Roob Plant,Jacobi - Blanda,7F1FYFG2CY,2022-08-11,39597 BTU,35136 BTU,19.583115833673027,2023-05-08,2023-08-14,Inactive
10478,3443,Paucek - Skiles Plant,"Stark, Padberg and Kemmer",YHR4JHYMBV,2022-07-28,43980 BTU,53604 BTU,14.060115251616692,2024-06-20,2024-01-10,Inactive
10479,3443,"Rath, Trantow and Rau Plant",Kulas LLC,INTFHAOUT3,2021-05-27,32058 BTU,55274 BTU,17.43237848929021,2024-12-23,2022-07-04,Active
10480,3443,"Kuhn, Hayes and Zieme Plant","Wisozk, Kuvalis and Lebsack",065DFOYLZ3,2024-08-10,34025 BTU,26727 BTU,15.032402310959771,2029-12-12,2024-08-25,Under Maintenance
10481,3443,"Bernhard, Rempel and D'Amore Plant",Grady and Sons,LWOMY62MNP,2021-01-27,45888 BTU,58518 BTU,14.939825103868452,2030-03-12,2023-01-19,Under Maintenance
10482,3443,Fadel Group Plant,Langworth LLC,WIPYB6WCOC,2021-07-30,56029 BTU,59494 BTU,20.582993333474025,2030-11-16,2022-05-05,Inactive
10483,3444,Gusikowski LLC Plant,McKenzie Group,GTVK24XOO5,2024-05-08,44593 BTU,42125 BTU,19.273706293722157,2024-07-01,2024-08-01,Active
10484,3444,"Cole, Swift and Hodkiewicz Plant","Nicolas, Purdy and Rau",OXYIWIFTDZ,2024-02-05,31448 BTU,27152 BTU,17.075122260888367,2027-05-19,2024-06-14,Active
10485,3445,"Hammes, Kuhic and Nienow Plant",Kuphal - Feeney,TFMCKGGHJI,2021-11-18,44815 BTU,35717 BTU,20.12043416411366,2023-03-15,2024-04-30,Inactive
10486,3445,Quigley Inc Plant,"Schuster, Hane and Denesik",KWTGLNBND6,2023-07-24,56704 BTU,42209 BTU,20.741102369339004,2028-01-01,2024-07-12,Inactive
10487,3446,"Kerluke, Hackett and Torp Plant","Marvin, Herman and O'Reilly",7QDREWUTIO,2020-05-03,27413 BTU,30573 BTU,19.814667672576775,2029-09-15,2023-03-09,Active
10488,3446,"Walker, Baumbach and Emard Plant","Gleichner, Kohler and O'Conner",TIU75P0D25,2021-02-03,30036 BTU,41937 BTU,14.335441280364908,2026-03-05,2023-05-25,Under Maintenance
10489,3446,"Nitzsche, Gibson and Greenholt Plant","Emmerich, Kessler and Durgan",OVYABRYWYM,2023-11-02,38808 BTU,46134 BTU,20.605550527006837,2027-12-19,2024-07-09,Active
10490,3446,"Fritsch, Leffler and Beahan Plant",Hettinger - Kautzer,XFOPJORPOC,2020-07-18,52437 BTU,34739 BTU,20.5825781020817,2030-01-05,2021-03-15,Active
10491,3447,Macejkovic - Hayes Plant,Luettgen and Sons,F5QLQIKSCQ,2024-09-11,36844 BTU,50577 BTU,19.591284767774308,2027-11-07,2024-09-13,Inactive
10492,3447,Ferry Group Plant,"Fay, Smith and Nicolas",PQCL1LY3EF,2020-08-11,29935 BTU,49864 BTU,13.691440014089862,2021-11-24,2021-07-02,Inactive
10493,3448,"Langworth, Jacobson and Hamill Plant",Johnson - Flatley,UXOLGBN5JF,2020-09-05,47232 BTU,59780 BTU,14.920174571895304,2025-11-26,2022-03-22,Inactive
10494,3448,Walker - Davis Plant,"Rath, Conroy and Brakus",1Y3Y70TDIH,2023-05-31,29906 BTU,51651 BTU,19.43279554648689,2030-03-17,2024-05-21,Under Maintenance
10495,3448,Wehner - Watsica Plant,"Schiller, Satterfield and Williamson",OVLUHYXSC3,2024-08-03,25140 BTU,46934 BTU,13.088201776594513,2028-03-07,2024-08-14,Active
10496,3448,Torphy - Reynolds Plant,Bayer LLC,GJR8V0ECL8,2021-02-03,47216 BTU,29875 BTU,13.419094732475994,2023-09-18,2023-05-08,Active
10497,3448,Runolfsdottir - Reynolds Plant,"Swift, Torp and Simonis",XHSVWCVMGA,2020-03-17,46160 BTU,49366 BTU,19.247647973403826,2023-11-07,2020-09-24,Inactive
10498,3449,Goyette and Sons Plant,Huels - Dicki,WVSSRA3PED,2022-06-08,38209 BTU,50042 BTU,17.66014055742628,2025-05-18,2023-10-10,Under Maintenance
10499,3450,Johnson Inc Plant,"Runolfsdottir, Heidenreich and Kuvalis",KEDWBCBZVI,2021-01-08,48172 BTU,55739 BTU,19.943224763303462,2024-03-06,2022-06-24,Active
10500,3450,"Wiegand, Simonis and Durgan Plant",Glover LLC,SUY9OEQTFK,2021-10-29,57861 BTU,40035 BTU,19.96271455757531,2027-03-05,2022-01-23,Active
10501,3450,"Trantow, Jakubowski and Swaniawski Plant",Breitenberg Inc,MRBYJDBO8D,2023-08-07,42560 BTU,32488 BTU,15.952201982084471,2030-07-15,2024-09-11,Active
10502,3450,Padberg - Bogisich Plant,"Torp, Aufderhar and Mraz",LPOQO7GWWK,2022-06-19,31791 BTU,59713 BTU,13.527221870427462,2026-03-10,2024-07-22,Inactive
10503,3450,Leuschke Group Plant,White - Goyette,DQPT4Y6Y0J,2021-01-12,51037 BTU,58051 BTU,15.387563145785819,2021-01-26,2021-05-22,Inactive
10504,3451,"Satterfield, Rau and Lockman Plant",Reinger - Nitzsche,SFCO3M5DWQ,2023-01-27,32732 BTU,34437 BTU,20.985823377646312,2026-12-07,2024-07-06,Active
10505,3451,"Schmitt, Schmitt and Bayer Plant",Mann - Huel,D0TF5JABR8,2021-12-05,33890 BTU,45938 BTU,14.048295525086626,2025-10-01,2024-01-29,Inactive
10506,3451,"Ferry, Pouros and Harber Plant",Sanford Inc,DNKQRDXMQS,2023-04-12,51612 BTU,48840 BTU,18.253750917815587,2030-09-04,2023-10-29,Inactive
10507,3451,"Schimmel, Ullrich and Steuber Plant",Strosin - McGlynn,SG7P6KNZYS,2021-05-07,45767 BTU,27380 BTU,17.913041046366494,2028-02-02,2022-08-04,Under Maintenance
10508,3451,"Kozey, Walter and Zemlak Plant",Schaefer LLC,FUQXJEINHK,2020-08-27,53403 BTU,25071 BTU,20.23961922961813,2030-05-11,2021-04-09,Under Maintenance
10509,3452,"Auer, Reichert and Koss Plant",Graham - Dach,5RDQJE1D92,2021-03-23,58138 BTU,45030 BTU,18.059114935366296,2024-09-24,2022-04-12,Active
10510,3452,Nienow and Sons Plant,"Huels, Runolfsdottir and Hane",IWZ7ZSAGC8,2023-10-23,27088 BTU,58834 BTU,13.759507787202269,2025-01-01,2023-12-13,Active
10511,3452,Smitham Group Plant,Hansen - Schowalter,DYNZ9ICPDT,2024-04-03,49034 BTU,26508 BTU,20.295199101273685,2029-10-13,2024-04-27,Under Maintenance
10512,3452,Bradtke Inc Plant,Bashirian Group,YQWJFAR7PV,2020-07-13,44897 BTU,50115 BTU,19.477966058968637,2021-05-01,2021-11-08,Inactive
10513,3452,Doyle - Carter Plant,Rippin - Block,RLFQZ3K1DU,2022-05-26,28079 BTU,59850 BTU,20.475380963374874,2027-01-20,2024-09-15,Inactive
10514,3453,Rolfson and Sons Plant,O'Conner - Lueilwitz,LPR2CGWZZR,2021-12-07,43476 BTU,31665 BTU,17.200948404305432,2025-12-17,2023-12-27,Inactive
10515,3454,Ward - McDermott Plant,O'Reilly - Shanahan,8H937LFIC6,2021-04-12,42236 BTU,24718 BTU,16.168023992844724,2024-05-17,2024-01-22,Active
10516,3455,"Reichel, Tremblay and White Plant",Gorczany Inc,L6MDVJ4ZIJ,2021-08-30,56579 BTU,24889 BTU,13.842980634189837,2030-04-30,2022-10-14,Under Maintenance
10517,3456,Schiller - Altenwerth Plant,Tillman - Stehr,H1IY55RYFW,2020-03-22,45399 BTU,55008 BTU,20.373270587920562,2024-01-01,2022-02-17,Active
10518,3456,Becker - Carroll Plant,"Dooley, Kunze and Corkery",JO3MXS3BLW,2021-06-23,41694 BTU,39234 BTU,20.70483997036238,2030-06-01,2023-11-12,Active
10519,3456,"Goyette, Lehner and Pfeffer Plant",Parisian - Lind,A8DEF8AURD,2021-03-23,41582 BTU,57001 BTU,19.501844805092006,2026-10-26,2023-06-17,Active
10520,3456,Fisher and Sons Plant,"Rolfson, Hamill and Lehner",VCTUP4CKHZ,2022-06-18,57448 BTU,34937 BTU,15.50511549666753,2030-07-07,2022-12-26,Inactive
10521,3457,Bosco - Abbott Plant,Predovic - Goodwin,IBBYST30HQ,2024-07-21,39405 BTU,34715 BTU,15.156229406829404,2026-03-19,2024-09-02,Active
10522,3457,Tromp - Zulauf Plant,Zulauf - Bins,UZL2QFWOV1,2023-06-25,51748 BTU,30308 BTU,20.031373170515494,2029-04-13,2024-05-09,Active
10523,3457,Pfannerstill Inc Plant,Trantow - Metz,3VGU5QB8GW,2023-02-06,43600 BTU,46026 BTU,15.474556768204156,2026-11-01,2023-10-08,Inactive
10524,3457,Ward - Goodwin Plant,Fritsch - Nolan,PGDIPJZE4X,2021-10-08,25627 BTU,52777 BTU,15.176709520426735,2026-02-26,2022-05-09,Active
10525,3457,Hauck and Sons Plant,"Metz, Krajcik and Daniel",YKGKEZS0YO,2023-06-29,43024 BTU,50081 BTU,16.228962007964824,2026-12-14,2024-04-14,Inactive
10526,3458,Hyatt - Greenholt Plant,McGlynn Group,BZLHYWQDOO,2022-01-08,29018 BTU,30560 BTU,16.713013669612764,2023-12-07,2022-04-09,Inactive
10527,3458,Hegmann LLC Plant,Olson and Sons,9EARGU1NSB,2021-10-05,42916 BTU,27394 BTU,20.178338558532708,2022-12-27,2024-08-06,Under Maintenance
10528,3459,Stracke - Vandervort Plant,"Muller, Bahringer and Wunsch",CATAS5TW3K,2021-06-18,51534 BTU,55329 BTU,17.910113848865873,2030-10-09,2024-07-05,Active
10529,3460,"Feeney, Trantow and Barton Plant","Hauck, Wilderman and Bartell",LTTZAMDIAW,2023-08-04,59057 BTU,35252 BTU,19.238186733171624,2026-11-19,2023-12-04,Inactive
10530,3460,"Parisian, Pacocha and Wunsch Plant",Halvorson Inc,D9YX89YZ3E,2024-03-22,31467 BTU,45738 BTU,20.612614450062456,2026-03-05,2024-06-13,Active
10531,3461,"Ortiz, Lebsack and Kessler Plant","Hoppe, Cummings and Grimes",JWNFKVQ8B9,2024-03-22,24645 BTU,49661 BTU,14.854496037513336,2028-02-11,2024-06-19,Under Maintenance
10532,3461,"Schneider, Ullrich and Dooley Plant","Lubowitz, Pouros and Pollich",MEDHHJJIWY,2023-11-10,56758 BTU,50628 BTU,17.93947945002649,2026-05-26,2024-01-31,Inactive
10533,3461,"Ritchie, Pouros and Roob Plant","Ernser, Lynch and Lemke",CDIJUHIBG1,2021-06-10,27499 BTU,53830 BTU,14.638196436058502,2027-12-09,2023-11-15,Inactive
10534,3462,Schultz Group Plant,Kertzmann - Heaney,NPHIKZHCHM,2023-05-01,26704 BTU,24139 BTU,15.64757790917361,2027-02-10,2023-11-26,Under Maintenance
10535,3462,"Hudson, Christiansen and Stokes Plant","Lang, Dickinson and Ledner",4QOUCXRQUV,2023-05-02,40840 BTU,45533 BTU,16.294360929359723,2024-05-17,2023-11-18,Inactive
10536,3462,McGlynn - Hahn Plant,Altenwerth - Lang,4DXLRVXTIM,2023-09-16,32687 BTU,33017 BTU,14.552494882355917,2024-02-07,2024-06-10,Inactive
10537,3463,Kautzer - Haag Plant,Hoeger and Sons,HVJ91XRGDE,2020-11-03,41974 BTU,53486 BTU,15.458901867438644,2024-05-25,2022-08-05,Active
10538,3463,Cremin - Gleason Plant,Powlowski Inc,Q6CJQNN7XA,2022-06-06,58740 BTU,56823 BTU,14.620225605177222,2023-07-16,2022-08-24,Active
10539,3463,"Toy, Metz and Sipes Plant",Thompson - Grady,QH6MDMFNTE,2023-03-05,36063 BTU,31384 BTU,15.685021187731543,2025-10-09,2024-03-13,Inactive
10540,3464,Thiel Group Plant,"Mraz, Franey and Lehner",AM4CYQPZKK,2021-05-10,35990 BTU,44563 BTU,16.440717117217677,2027-05-17,2024-08-25,Active
10541,3465,Berge - Morar Plant,Hudson Inc,AZK0KU9LU5,2021-11-05,32752 BTU,57956 BTU,15.172320916063448,2024-01-13,2022-02-22,Active
10542,3465,Orn - Ritchie Plant,Harber LLC,KWTNVB3HER,2021-02-12,29620 BTU,58695 BTU,20.544635185141004,2021-08-06,2023-01-17,Active
10543,3465,Kessler Inc Plant,"Gleason, Kemmer and Farrell",LLZOF39XYE,2022-12-09,25004 BTU,34221 BTU,13.509070441577876,2027-07-31,2023-06-24,Inactive
10544,3466,Greenholt - Hauck Plant,"Pfannerstill, DuBuque and Anderson",WVEILFQVMZ,2020-12-27,36070 BTU,36406 BTU,20.16910608516372,2027-07-05,2022-12-30,Inactive
10545,3466,"Denesik, Wolff and Mitchell Plant",Streich and Sons,ZUSTHTGIXZ,2022-01-01,40682 BTU,49946 BTU,18.23244637271057,2030-09-12,2022-10-16,Inactive
10546,3466,"Heidenreich, Daniel and Carroll Plant","Wilkinson, Shanahan and Bogan",WXRK8GBRH4,2023-10-30,45566 BTU,57599 BTU,20.69248429121454,2027-11-25,2023-12-20,Inactive
10547,3466,Skiles - Grimes Plant,Cartwright - Grant,WALSYCIEUX,2020-12-25,32844 BTU,54041 BTU,13.325610715813493,2021-07-22,2024-06-17,Under Maintenance
10548,3466,Pollich - Lindgren Plant,"Homenick, Bruen and Hintz",PBQ0WTPD9Z,2023-09-15,35328 BTU,52286 BTU,13.673515842201507,2025-10-05,2024-03-24,Active
10549,3467,Corkery - Casper Plant,"Weissnat, Strosin and Hessel",SBINTIVJLC,2024-02-12,50770 BTU,40633 BTU,18.953994466177033,2029-03-20,2024-05-25,Active
10550,3467,Dach - Fay Plant,"Ebert, Reynolds and Orn",LWDSO6MZWX,2024-04-25,31582 BTU,29302 BTU,17.399748661410282,2026-04-10,2024-05-14,Active
10551,3467,"Keebler, Nader and Moen Plant","Gibson, Cronin and Hodkiewicz",WVKO9YXZRT,2020-09-21,33885 BTU,45153 BTU,19.559329265743845,2022-11-29,2022-12-10,Under Maintenance
10552,3467,O'Connell - Haag Plant,Schimmel LLC,RH7VJQ5QYQ,2021-12-10,46455 BTU,59741 BTU,20.60496201800894,2028-05-18,2022-06-04,Under Maintenance
10553,3467,Reichel - Kunze Plant,Doyle and Sons,4LAGACABRY,2020-09-27,56892 BTU,32873 BTU,13.336479154110236,2022-06-12,2024-03-15,Inactive
10554,3468,Effertz and Sons Plant,Schroeder and Sons,V5EWZ5OCGU,2021-05-11,44484 BTU,45602 BTU,19.687398541564363,2023-08-07,2022-12-03,Under Maintenance
10555,3469,"Roob, Kemmer and Kuhlman Plant",O'Reilly Group,2YKOSWDQAU,2022-08-03,37924 BTU,34730 BTU,17.924324657395303,2027-12-31,2023-01-23,Under Maintenance
10556,3469,Schultz and Sons Plant,Paucek Group,LB4L29WV2B,2021-10-12,24389 BTU,43251 BTU,13.872903809658528,2029-06-01,2023-09-19,Inactive
10557,3469,Buckridge - Daugherty Plant,Bradtke LLC,1IZFKY3LQS,2020-04-27,40921 BTU,24402 BTU,19.26748180440565,2020-08-26,2024-02-22,Active
