request_id,customer_id,equipment_id,request_date,description,priority,status,assigned_technician
13466,4546,7028,2024-07-27,Clibanus sumo copiose sponte conservo suasoria.,High,In Progress,33
13467,4548,42829,2022-08-07,Supplanto vel acer.,High,In Progress,30
13468,4548,16660,2021-11-25,Defetiscor vulgaris abscido spargo defungo esse vapulus sumo verbum statua.,Low,Open,22
13469,4548,38960,2023-10-27,Sortitus caecus ver crux censura alioqui.,Emergency,Open,41
13470,4548,20853,2022-07-31,Colligo denego adaugeo bonus administratio.,Medium,In Progress,33
13471,4549,4415,2023-07-08,Animus theologus videlicet sophismata cavus sapiente curtus tui sono xiphias.,Medium,In Progress,50
13472,4549,41321,2024-02-04,Arceo aer cito crur vehemens aqua cimentarius.,High,Closed,26
13473,4550,395,2024-05-21,Cogo aro pectus terga tolero arceo.,Low,Closed,1
13474,4550,7226,2024-03-18,Certe stultus ullam adopto.,Emergency,In Progress,13
13475,4550,22347,2024-06-11,Autem vallum neque vito bardus conatus tamen.,Emergency,Open,30
13476,4550,33454,2024-09-01,Censura adhuc toties impedit curto canonicus cui contigo spectaculum utor.,Emergency,In Progress,3
13477,4550,15405,2020-04-01,Perspiciatis cilicium somnus.,High,Closed,2
13478,4550,15776,2020-07-12,Tergiversatio cattus ulciscor vitium tribuo colo.,Emergency,Closed,25
13479,4550,6044,2024-04-29,Suscipit vomito strenuus vitium tepidus depopulo vorago compello dens.,High,Closed,3
13480,4551,9446,2024-02-09,Tendo acer ipsum cohaero adiuvo.,High,In Progress,49
13481,4551,3041,2021-08-21,Animus corporis desolo argumentum animadverto confero acer bardus.,High,In Progress,22
13482,4551,28982,2023-02-19,Debeo coerceo degenero vivo vilitas adopto a.,Low,Open,27
13483,4551,24182,2023-08-06,Centum truculenter vulnero aetas commodi bardus.,Emergency,Open,6
13484,4552,35322,2023-07-21,Molestiae veniam acervus cariosus clam attonbitus tolero vomito bibo.,High,In Progress,30
13485,4552,7668,2023-03-25,Substantia calco asperiores bibo.,Emergency,In Progress,7
13486,4552,6872,2024-06-08,Concido vomito temptatio supellex sufficio tantum.,High,Open,50
13487,4553,1442,2024-04-30,Tyrannus sonitus culpo recusandae copia auditor voveo laudantium pecus.,Emergency,Open,37
13488,4553,8570,2020-10-09,Tero credo audentia cinis pel acquiro tergum virtus clibanus.,High,In Progress,7
13489,4553,35480,2023-12-20,Cupio cauda suggero acerbitas quos tripudio degenero adflicto aggero aliqua.,Medium,In Progress,34
13490,4553,43069,2022-11-14,Vetus tener spero vociferor communis curatio sodalitas civis stultus crur.,High,Open,38
13491,4553,27195,2024-01-22,Creator sumptus amoveo decumbo adulescens adstringo id velut accedo.,High,Open,25
13492,4554,20130,2023-08-08,Cruentus distinctio a tepesco demergo vel textus.,Low,Closed,22
13493,4554,23649,2023-05-01,Urbs tergum adulescens.,Low,Closed,18
13494,4554,27787,2024-06-18,Minima decretum vesper aliquid conatus.,High,Open,25
13495,4554,9161,2022-03-27,Bellum voluptas abscido.,Medium,Open,46
13496,4554,21885,2022-09-28,Socius ascisco conventus curso tubineus curto ademptio.,Emergency,Closed,31
13497,4555,16220,2023-12-25,Vivo appello nostrum temporibus deficio cervus contabesco admoneo antea.,Low,In Progress,26
13498,4555,574,2023-03-07,Asperiores absque balbus corrigo adamo culpa.,Medium,Open,13
13499,4555,1746,2024-01-30,Clementia aperio statim trepide pecus hic nisi capto vulpes vetus.,Emergency,In Progress,40
13500,4555,22469,2024-03-24,Compono denego architecto annus decipio.,High,Open,31
13501,4556,22356,2024-04-10,Desipio creo deleo animi theatrum calcar acidus deludo contego.,High,In Progress,18
13502,4556,22133,2024-04-15,Decipio stabilis conduco acies allatus.,Medium,Open,5
13503,4556,40636,2024-03-10,Confido nobis utilis dedecor consequuntur alioqui templum temperantia eveniet.,Medium,Closed,12
13504,4556,4442,2024-08-20,Corroboro triduana theatrum beatus crinis agnosco appello quos.,High,Open,46
13505,4556,44341,2024-08-26,Ocer curvo soleo amor xiphias crustulum quia capillus.,Low,Closed,49
13506,4557,44925,2024-08-22,Vix cavus tempus totam stipes cunctatio enim.,Medium,In Progress,16
13507,4558,16019,2023-08-08,Canonicus apostolus ater porro aptus sonitus claudeo.,High,Closed,37
13508,4558,18526,2023-11-19,Speculum cena totus nisi chirographum tenetur accusantium causa credo.,Emergency,Open,17
13509,4558,31789,2024-06-05,Subiungo error adsum crebro ante nihil quae solutio.,Emergency,Open,21
13510,4558,40200,2024-06-30,Auditor casso advenio aveho excepturi voluptate deprimo.,High,In Progress,34
13511,4560,26489,2021-01-19,Triumphus avarus aspernatur terror venio talis.,Low,Closed,19
13512,4560,7840,2021-09-21,Laborum suppono denego pauci pauci cetera.,Emergency,Closed,31
13513,4560,33040,2024-09-20,Sunt ipsa argentum acidus commodo comminor urbs accusamus desidero.,Low,Open,20
13514,4560,12449,2023-12-04,Talis verto cariosus.,Emergency,Closed,37
13515,4560,6779,2024-02-27,Molestiae adnuo clam astrum bibo.,High,In Progress,13
13516,4560,30622,2024-01-24,Cogito termes molestias administratio adflicto consectetur autem.,Medium,In Progress,34
13517,4561,5094,2023-02-24,Subseco quia venio damno creptio suus adamo cupio dedecor.,Medium,In Progress,28
13518,4561,2681,2023-11-26,Vox cunctatio ipsam rerum acidus quaerat vorax umquam allatus.,Low,Closed,29
13519,4561,27971,2024-01-17,Deputo animadverto demum comptus crastinus theatrum dedecor solium cimentarius cohors.,Emergency,Open,36
13520,4561,46404,2023-08-16,Tametsi thymum harum aperiam suffoco.,Medium,Closed,9
13521,4563,948,2022-02-27,Substantia attonbitus conicio vesica defleo sufficio numquam.,Medium,Closed,23
13522,4563,1731,2022-03-26,Abeo adfero vapulus una color casso.,High,Closed,47
13523,4563,17331,2021-09-10,Conqueror alter necessitatibus utrimque.,High,Closed,45
13524,4563,5854,2023-09-04,Defetiscor tibi dens.,High,In Progress,48
13525,4563,33789,2024-01-23,Viridis coniecto fugit dapifer admoneo vigor cinis.,Medium,Open,20
13526,4563,1341,2023-11-22,Cresco labore defessus utique.,Emergency,Open,4
13527,4564,47740,2023-01-22,Angulus fugit vilitas decens apto sortitus decretum benevolentia tenetur nemo.,High,Closed,50
13528,4564,46085,2024-07-06,Sulum vacuus cultellus viduo depono culpa demo deporto accendo unus.,Emergency,Open,35
13529,4564,47722,2022-01-08,Advoco utrum comis averto armarium impedit dapifer angulus.,Low,Open,7
13530,4565,10458,2023-05-02,Clibanus adamo totidem ater aggero suppono approbo.,Low,Open,17
13531,4565,24224,2022-04-25,Truculenter templum spectaculum contabesco.,High,Closed,14
13532,4566,26889,2024-03-17,Civitas cito substantia.,Emergency,In Progress,30
13533,4566,23485,2023-11-03,Benigne solvo molestias doloremque.,Medium,Open,27
13534,4566,25517,2024-02-26,Temeritas adicio cultellus.,High,In Progress,14
13535,4566,47334,2024-05-20,Cetera varietas perferendis verus magnam conscendo deleniti tactus adnuo.,Medium,In Progress,50
13536,4566,5747,2022-04-28,Denuncio coma atque carcer depromo cotidie amplus conqueror sursum turba.,Medium,Open,11
13537,4567,40098,2021-05-31,Qui deripio cornu vita conor tergo.,Medium,Closed,39
13538,4568,24267,2024-04-17,Maxime amplitudo viduo tantillus aliquid temeritas clamo.,Medium,In Progress,10
13539,4568,39016,2024-01-10,Utique aggero cumque vacuus conturbo ventito arbor maiores altus peccatus.,Medium,Open,4
13540,4568,35051,2024-01-03,Claudeo amo dedecor vivo clamo tandem aliqua alter celer ut.,Medium,In Progress,2
13541,4568,23169,2022-11-30,Aestivus ventito acsi summisse bibo venio.,Emergency,Closed,9
13542,4569,15088,2023-05-04,Cogito commodi pax.,High,In Progress,43
13543,4569,38141,2021-06-08,Creta cras fugiat maxime capio soluta supellex laudantium molestias.,Emergency,Open,19
13544,4570,14521,2024-08-06,Aptus curatio somniculosus ara vitiosus accusamus umquam.,Emergency,In Progress,9
13545,4570,22961,2024-09-08,Contigo repudiandae sono crebro turbo deripio depulso.,High,Open,2
13546,4571,3377,2022-10-15,Peior aegrus desolo adnuo derideo.,Medium,In Progress,30
13547,4571,2686,2022-12-30,Auctor quia condico patruus villa aegrus audacia appello.,Low,In Progress,40
13548,4571,30866,2022-12-08,Ustulo vinitor verbera defaeco comprehendo demulceo.,Emergency,In Progress,33
13549,4572,31432,2024-09-20,Venia appositus ipsam defendo.,Emergency,In Progress,36
13550,4572,11242,2024-01-14,Suus pecus harum crux solum.,High,In Progress,39
13551,4573,31761,2024-07-15,Vetus absens denuo corona possimus tamisium.,High,In Progress,39
13552,4573,18809,2022-10-26,Claudeo tres ipsa denego textilis ater subseco cibo.,Medium,Open,47
13553,4573,20959,2020-09-17,Aiunt aliqua deputo eaque statim peccatus xiphias comburo.,Medium,In Progress,37
13554,4574,28855,2020-03-04,Caput statim conscendo cornu defleo testimonium eligendi sol ubi.,Low,Closed,29
13555,4574,34787,2024-09-13,Ventosus celo urbs nostrum dolore.,Medium,Closed,44
13556,4574,39498,2024-08-20,Ea crinis comes cotidie.,Low,In Progress,16
13557,4575,17053,2021-06-03,Recusandae suggero ventito desidero.,Low,Open,12
13558,4575,5585,2024-06-27,Supplanto amplitudo cognatus torrens accendo vilitas patria ambulo.,High,Closed,45
13559,4576,15419,2024-08-16,Utpote colo vomer cubitum reiciendis.,Medium,Open,19
13560,4576,16436,2024-05-29,Consequatur vulnero tracto arma absum denique atqui.,Low,Open,47
13561,4576,40913,2022-12-17,Ventosus vinculum supellex adulatio atqui autus stips a defleo.,High,Closed,29
13562,4577,39663,2024-09-12,Delinquo vito timor virgo charisma.,Emergency,In Progress,22
13563,4577,36754,2024-07-22,Commodi usque vulnus cavus adfero cogo accendo.,Medium,Closed,44
13564,4577,24474,2024-09-04,Audacia sum rerum decet celebrer dolore texo valde ater.,High,Closed,44
13565,4578,27074,2021-08-08,Suus spero suppellex charisma cresco terreo basium minus assumenda argentum.,Medium,Closed,39
13566,4578,10194,2023-08-10,Consequatur adsuesco altus tametsi super viriliter sursum sto.,Emergency,In Progress,2
13567,4578,45028,2022-01-28,Admoveo carus virgo similique theatrum substantia.,Medium,Closed,46
13568,4578,22248,2023-08-04,Virgo solum ago fuga.,Low,Closed,16
13569,4578,17581,2024-06-03,Cogo abundans depromo civitas.,Emergency,Closed,27
13570,4580,16282,2023-04-04,Dens corroboro tabgo timor.,Low,In Progress,35
13571,4580,25103,2023-11-21,Clementia angulus carpo at xiphias dolore.,Emergency,Open,36
13572,4580,44156,2024-03-22,Curia aveho teres caelum abbas virtus.,Medium,Closed,44
13573,4580,32057,2023-12-07,Unus alias aranea.,Medium,Open,34
13574,4581,39262,2024-04-21,Varietas ipsa texo ascit tracto cotidie arx.,High,Closed,21
13575,4581,42651,2024-03-13,Inflammatio denique coruscus suasoria ipsam usitas consuasor tergo beatae terga.,High,In Progress,13
13576,4581,14285,2023-12-06,Demonstro bardus animus copia denego adnuo adopto vomer.,High,Closed,16
13577,4582,13263,2024-05-27,Ambitus tergo bellum quos degenero bos vado adhaero dens.,Low,In Progress,41
13578,4583,10986,2022-09-09,Spoliatio deinde tam territo decipio.,High,Open,32
13579,4583,1026,2023-07-19,Valetudo eligendi ubi vulgaris beatus caries trans comes conculco voco.,High,In Progress,50
13580,4583,46871,2022-07-29,Deripio suffragium comis perspiciatis derideo conicio culpo carbo teres.,Emergency,In Progress,6
13581,4584,43744,2024-08-17,Ut suggero velut trucido.,Low,In Progress,11
13582,4584,29389,2024-09-13,Repellendus comitatus valetudo cuppedia suppellex recusandae.,Low,Open,20
13583,4584,5420,2024-08-23,Cupio quis ater.,Low,Open,43
13584,4584,23857,2023-03-09,Tollo terror laboriosam corrigo deripio subito subvenio acies atrox.,Low,Closed,8
13585,4584,47651,2024-01-24,Tener quod animi earum sollicito tonsor tego.,Medium,In Progress,41
13586,4584,23922,2023-12-29,Dicta cognatus tempore neque tamdiu.,Emergency,Open,27
13587,4585,11190,2024-01-22,Laudantium ambulo vae velut.,Emergency,In Progress,9
13588,4585,2978,2023-12-12,Astrum subnecto comes degero facere tempora benevolentia reprehenderit amitto.,Emergency,Closed,15
13589,4585,408,2023-08-27,Dolore theatrum delinquo cohaero.,Medium,Open,6
13590,4585,26410,2020-11-24,Valens stella antiquus cohaero trado cribro.,Low,Open,15
13591,4586,40071,2024-01-18,Sufficio tunc culpa voluptates sursum sopor corrumpo canis tempus.,Medium,Closed,40
13592,4586,31565,2024-08-24,Arbor verto templum aspicio cresco aegrus acer quibusdam.,Medium,Closed,14
13593,4587,30096,2022-08-24,Somnus cum versus.,High,Closed,16
13594,4587,427,2022-06-20,Curo veniam stella utique clementia undique trepide.,Emergency,In Progress,3
13595,4587,26635,2024-07-02,Ocer eligendi inventore catena maiores laudantium teneo.,Low,In Progress,18
13596,4587,20822,2024-09-09,Culpo aestus aeger ait pauci curis talus.,Emergency,Closed,29
13597,4588,28418,2024-08-11,Conatus vulticulus verumtamen caute.,Emergency,Closed,47
13598,4590,14859,2024-03-27,Utpote copia timor nemo defleo repellendus minima thesaurus contabesco.,High,In Progress,48
13599,4590,29559,2023-02-03,Porro aequus allatus sordeo velum amplus vita.,Emergency,Open,26
13600,4591,16593,2023-08-18,Vociferor appello pectus veritas nesciunt suspendo amaritudo.,Low,Closed,22
13601,4591,27275,2024-04-30,Commemoro delectatio tenetur decor qui.,Emergency,Open,40
13602,4591,31823,2024-07-14,Alius defleo demergo taedium.,Emergency,Open,21
13603,4591,23955,2024-02-08,Tres averto vinco optio conicio molestiae ut alioqui aggero ipsam.,Emergency,Closed,39
13604,4592,13013,2021-09-15,Celebrer crustulum cubicularis viriliter vel dicta concido porro.,Medium,Open,36
13605,4592,35292,2022-08-30,Bellicus aveho calco dolorum adeo temptatio aveho coniuratio.,Emergency,Closed,12
13606,4592,47707,2022-11-11,Depromo asper substantia.,High,Open,5
13607,4593,35399,2024-04-08,Aestas synagoga nisi trans amoveo altus officiis.,Low,Open,16
13608,4593,27613,2024-07-08,Colligo cogito inflammatio tepidus eius cur truculenter.,Medium,In Progress,4
13609,4595,16464,2024-04-23,Defendo ulciscor veritas bellicus admoveo amiculum currus umbra veritas comburo.,Emergency,In Progress,29
13610,4595,4618,2023-10-15,Curiositas ter circumvenio dens decerno adversus damnatio.,Medium,In Progress,12
13611,4595,5023,2024-03-20,Super utpote talus vulgus depopulo ducimus.,High,Open,11
13612,4595,15689,2024-09-15,Coerceo soleo audax ascit vitium abundans voveo cilicium utrimque dens.,Medium,Closed,46
13613,4595,45725,2024-08-13,Admoveo tutis celo.,High,Open,44
13614,4595,23280,2023-12-26,Contra viscus vilitas patruus sequi delego aestas conturbo.,Emergency,Closed,37
13615,4596,10027,2023-06-08,Corpus charisma audio benevolentia.,Emergency,Open,37
13616,4596,28208,2024-07-09,Veniam conqueror torrens.,High,Closed,28
13617,4596,25514,2024-06-20,Adsuesco socius aspernatur eligendi tertius ulterius.,Low,Open,34
13618,4596,34175,2024-06-05,Iure agnosco accusator quod sunt vix minima delibero.,Emergency,Open,21
13619,4596,42976,2024-02-14,Rem suggero succedo.,Emergency,Open,3
13620,4596,12935,2023-05-12,Deinde usus vitae sol laudantium decumbo alveus.,Emergency,In Progress,10
13621,4597,23824,2024-03-20,Cuppedia sursum beatae auditor qui ustilo vacuus utroque consuasor cubicularis.,Low,Open,10
13622,4597,14012,2024-04-20,Viriliter nam tego canis culpo demulceo tracto taceo vindico.,Medium,In Progress,9
13623,4598,45054,2024-08-14,Corroboro trans cupressus creber cetera conculco amitto.,Medium,Open,13
13624,4598,25798,2024-07-14,Deleniti ter tutamen demens vulgivagus viscus concido crur.,Low,Closed,17
13625,4598,23990,2024-03-08,Vulpes eum testimonium.,Medium,Open,39
13626,4599,30209,2024-09-23,Venia antea summa subiungo earum veniam perspiciatis sono tabgo.,Emergency,Open,40
13627,4599,11342,2021-09-08,Admoneo sonitus summopere vitiosus solutio callide studio nulla.,Medium,Closed,9
13628,4599,11818,2024-04-02,Velut comparo vetus thema stillicidium.,Medium,In Progress,42
13629,4600,22070,2023-07-24,Quidem desipio sollers cohibeo adipiscor.,Emergency,Closed,20
13630,4600,11974,2023-04-12,Tracto averto vinitor atrocitas amiculum dedecor comptus denuncio usus.,Medium,Closed,17
13631,4600,35954,2024-07-15,Adduco validus quas officia arto cruciamentum non cogito aegre.,Low,Closed,41
13632,4601,29938,2023-09-12,Nobis spoliatio arca.,Medium,Closed,4
13633,4601,43682,2024-02-28,Truculenter validus vir creptio.,High,Closed,36
13634,4602,842,2024-09-23,Cupiditate patior tero.,Medium,Closed,17
13635,4603,35666,2024-02-27,Textor statim suppellex atavus umerus.,Medium,Closed,20
13636,4604,40042,2021-10-07,Cerno centum venia adsidue.,Emergency,Open,14
13637,4604,23709,2023-07-25,Verbera verus dedecor quae minus constans aptus solitudo ancilla.,Emergency,Closed,30
13638,4604,24366,2024-04-11,Curiositas nesciunt adsuesco cavus solitudo varius deripio spes solitudo cui.,Low,In Progress,42
13639,4604,13325,2024-04-16,Asper clam delibero sophismata velit tamdiu vesper thymbra.,Low,Open,30
13640,4604,25832,2024-07-06,Torrens depromo a defluo sponte vacuus aggredior accusantium demergo.,High,Closed,37
13641,4605,18462,2023-07-11,Praesentium labore asporto corrupti iure terga perspiciatis.,Low,Open,32
13642,4605,3868,2021-10-07,Necessitatibus dedecor tabernus acceptus umerus decretum.,Emergency,In Progress,32
13643,4605,20988,2022-06-23,Totidem quo adstringo coerceo.,Medium,In Progress,47
13644,4607,43342,2023-03-06,Cresco dedico unde magnam ascisco desolo complectus terebro.,Low,In Progress,8
13645,4607,35098,2023-05-16,Ambulo peccatus degusto conturbo collum alius minus dignissimos.,Emergency,In Progress,24
13646,4607,39142,2023-01-30,Claudeo verumtamen aiunt vesica conventus deduco.,High,In Progress,23
13647,4609,30022,2024-06-25,Complectus deludo sunt cetera recusandae perspiciatis.,Medium,In Progress,34
13648,4609,29236,2022-10-15,Iusto vesper atrocitas saepe consequuntur volva bibo.,High,Open,9
13649,4609,27080,2024-09-20,Charisma aggredior causa deleniti suggero voluptatum viduo.,Low,Open,28
13650,4609,27332,2023-10-10,Deleniti deorsum tempore termes sonitus trado dedecor voveo communis crapula.,Low,In Progress,19
13651,4610,36687,2023-01-05,Administratio antea collum textilis xiphias textilis.,Low,Open,17
13652,4610,18564,2024-06-22,Celebrer utor tempore vergo cura ea tametsi curatio dedico.,Emergency,Open,48
13653,4610,40009,2023-07-30,Ante cuppedia ventus recusandae.,High,In Progress,29
13654,4611,17256,2022-09-25,Tergum thymum sui ater nobis bos vox vespillo bonus defetiscor.,High,Open,49
13655,4611,4877,2023-06-05,Bardus sequi ullus truculenter.,Emergency,In Progress,39
13656,4611,36021,2022-03-31,Votum velut velociter utpote tutis.,High,In Progress,24
13657,4612,12986,2022-01-14,Attollo suggero caute xiphias unde.,Emergency,Closed,18
13658,4612,24394,2022-12-22,Concido calculus voluptates possimus curtus correptius.,Low,Closed,37
13659,4613,29360,2024-06-12,Vinum taedium coniecto decimus caritas.,Emergency,Closed,17
13660,4613,6894,2024-06-10,Neque voveo delectatio conitor alter incidunt.,High,Open,40
13661,4614,35075,2024-08-24,Suffragium auctus administratio voluntarius ultra cerno.,Emergency,In Progress,28
13662,4614,45163,2022-12-18,Carcer audacia attonbitus optio contra solium dignissimos aperiam apostolus.,High,Open,44
13663,4614,41413,2023-05-08,Arbitro aestivus sublime atrox.,Emergency,In Progress,48
13664,4614,8547,2024-09-02,Utique aliqua crastinus termes voveo curis dapifer uxor defleo vesper.,Low,Closed,18
13665,4614,38353,2022-08-28,Cubo vulticulus sponte maxime appello comedo vado aestas usque teres.,High,Open,4
13666,4615,16827,2024-03-11,Benigne aeternus culpa summisse curia cavus cui bos facilis patruus.,Low,Closed,28
13667,4615,39562,2023-03-09,Uterque acceptus unus vulgaris viriliter templum vulariter beatae vobis.,Medium,Open,33
13668,4615,30878,2024-02-22,Conculco libero adopto speciosus velum spiritus cimentarius chirographum tremo.,High,In Progress,40
13669,4615,44299,2023-01-24,Thalassinus trado error benigne cursim audio.,High,In Progress,20
13670,4616,34408,2022-07-19,Sperno adopto auxilium veritas viduo vergo clementia tenax conspergo.,Emergency,In Progress,26
13671,4617,8227,2024-05-17,Nisi temeritas perspiciatis vomito deputo suadeo absorbeo claustrum.,High,Closed,23
13672,4617,25096,2024-06-23,Delego tepesco auctus certe addo commemoro tersus decretum.,Emergency,Closed,11
13673,4618,34995,2024-08-14,Statua astrum tredecim color aptus.,Emergency,In Progress,15
13674,4618,17648,2024-07-14,Incidunt odio nam vilis coadunatio solum viscus toties.,Medium,Closed,34
13675,4618,31897,2024-09-23,Dignissimos abduco soluta angulus vereor arbustum vix subvenio cognatus.,High,Open,2
13676,4618,30193,2024-09-20,Cubicularis territo amitto adsuesco tergeo convoco.,Low,Closed,31
13677,4620,18803,2024-08-16,Crastinus uter pel sodalitas sed voluptate vindico admoneo.,Medium,Closed,43
13678,4620,21740,2024-03-16,Causa baiulus triumphus alioqui statim spiculum deprecator.,Medium,Open,6
13679,4620,18386,2024-09-17,Corrumpo turpis supra bestia conduco baiulus.,Emergency,Open,50
13680,4620,39260,2024-02-06,Traho verbera comparo caelum correptius vulnus deludo crapula.,Low,Closed,8
13681,4621,28703,2024-05-28,Corrumpo amitto universe viriliter triumphus harum decumbo placeat thesis tricesimus.,High,Closed,45
13682,4621,45078,2024-06-15,Harum aufero atqui advenio bellum conforto truculenter deludo.,Emergency,Closed,22
13683,4621,5150,2023-07-23,Aliquid culpo cupiditate pariatur aetas caritas.,Low,Open,45
13684,4621,982,2024-06-04,Calculus curia amoveo angustus combibo cultura dolorem culpa reprehenderit.,Medium,Closed,16
13685,4621,22016,2024-08-10,Admoneo defessus despecto perferendis correptius vindico curiositas caput cunae dedico.,Low,Closed,38
13686,4621,25308,2024-06-06,Turbo doloribus degenero confido tres via.,Low,Closed,25
13687,4621,43301,2023-06-10,Comitatus caecus caste subnecto patria dens veritas tenuis talio currus.,Low,Closed,18
13688,4621,43687,2023-10-25,Adeo depraedor dolor cupiditate tenuis verecundia.,High,Closed,17
13689,4621,16187,2024-06-23,Suus pecus tametsi accommodo caelum.,Emergency,In Progress,16
13690,4622,13402,2024-06-22,Arbitro vulgaris timidus.,Low,Closed,13
13691,4622,46438,2023-08-28,Cimentarius carcer audeo.,High,In Progress,26
13692,4622,45308,2024-04-21,Amplitudo aperte studio approbo thesaurus triumphus ulterius.,High,Open,22
13693,4622,41802,2021-07-25,Animus alioqui verbum comes tunc strues varius aduro absum subiungo.,Low,In Progress,10
13694,4622,33793,2024-09-19,Pecco capitulus conor triduana.,Low,In Progress,21
13695,4622,2140,2023-03-31,Peccatus utpote vehemens deficio adulescens adimpleo.,Emergency,Open,1
13696,4623,39570,2024-04-15,Recusandae adstringo conspergo calamitas strenuus atrox ascisco decens delectatio spiritus.,Low,Closed,11
13697,4624,22207,2024-05-07,Comes amaritudo ambitus perferendis tonsor illo cetera aliquid censura conservo.,Medium,Open,48
13698,4625,36750,2023-10-05,Debitis asper illo repudiandae fugiat thymum inventore vereor defleo.,Medium,Open,48
13699,4627,13660,2024-04-04,Adipisci thema virgo.,Medium,Closed,18
13700,4627,27770,2024-03-03,Coaegresco depulso uredo claustrum alo eos ipsa cognatus utrimque abscido.,High,Open,38
13701,4627,16919,2024-05-13,Blanditiis cibus arto eaque temperantia audacia amissio absum.,Low,Closed,46
13702,4628,1074,2024-07-25,Assentator quaerat suadeo decimus accusator approbo ara perferendis.,Medium,Open,12
13703,4628,1987,2024-05-04,Tandem depereo iure aro ventus ceno auctor.,Medium,In Progress,30
13704,4628,19767,2023-04-28,Tui blandior tyrannus accommodo solutio apostolus.,Medium,Closed,4
13705,4629,1045,2024-09-10,Fuga crur toties.,Emergency,In Progress,44
13706,4629,13898,2022-03-21,Cena communis charisma comes pariatur audeo.,Emergency,Closed,14
13707,4629,9659,2024-06-01,Tabella surculus comburo dolorem somniculosus.,Emergency,Open,8
13708,4629,19414,2024-08-07,Coadunatio tribuo crastinus denuo viriliter infit solus volup decerno appono.,Low,Open,12
13709,4630,28432,2024-07-21,Attero vesco toties suppono abduco approbo.,Medium,Open,4
13710,4630,2426,2023-05-28,Cupio aufero numquam vulnus quasi labore bonus eius pax maxime.,High,In Progress,30
13711,4630,20921,2021-08-16,Averto delibero labore animi clibanus defero urbanus cubitum sodalitas.,Low,In Progress,23
13712,4631,19905,2023-08-15,Aestivus sono vulgivagus curatio amplexus cernuus.,Emergency,In Progress,36
13713,4631,42005,2023-01-11,Carcer vivo denuncio admoveo sufficio decens vapulus adulescens anser.,Medium,In Progress,45
13714,4632,8637,2023-10-03,Vinitor adfectus adiuvo stillicidium abundans succurro deporto calco nemo synagoga.,Emergency,In Progress,13
13715,4632,19212,2023-09-26,Vorago suffoco tergum canonicus.,Emergency,Closed,24
13716,4634,11497,2024-05-08,Amaritudo atavus ulterius volaticus magni cimentarius demens.,Emergency,Closed,25
13717,4634,17552,2023-12-11,Deinde cubo centum avarus vacuus una denego consequuntur veritatis.,Emergency,Closed,6
13718,4635,40029,2024-02-05,Ager cursus adflicto velit denuo agnosco asperiores creptio turba undique.,Emergency,In Progress,29
13719,4635,24187,2024-04-04,Deficio bonus vitiosus argumentum.,Medium,Closed,33
13720,4635,13197,2024-07-28,Adsuesco teres clamo adficio vitae iure.,High,In Progress,38
13721,4635,46287,2024-01-27,Ambulo studio comburo cohaero quos cogo.,Low,Closed,6
13722,4635,46960,2024-01-12,Ager creber amplus.,Low,In Progress,49
13723,4635,16974,2024-03-28,Credo conculco cado circumvenio voro adsidue utique cimentarius amplexus.,Low,Closed,47
13724,4636,5925,2022-04-28,Et tantum adstringo.,Low,Closed,13
13725,4636,43531,2021-10-19,Atque valeo vivo taceo in voro.,Medium,Open,4
13726,4637,12031,2021-11-29,Vomito cerno quibusdam dolorem coepi clamo credo capillus.,High,Closed,37
13727,4638,48651,2024-09-10,Stella officia dolor cohibeo dolore calcar conforto tamdiu cribro.,High,Open,34
13728,4638,35322,2024-08-12,Inventore quia amissio cedo aspicio infit earum abbas.,High,In Progress,39
13729,4638,8394,2024-08-16,Conspergo undique amissio minus curso sublime coruscus aestas.,High,Closed,41
13730,4638,13128,2024-08-20,Vulticulus trado cupiditate ademptio ater sortitus.,Medium,In Progress,11
13731,4638,2627,2024-08-27,Complectus adamo sum valens cumque cervus caste.,High,In Progress,8
13732,4638,6959,2024-09-23,Quibusdam sum colligo sopor vetus.,Emergency,Open,44
13733,4642,44131,2023-12-29,Damnatio subito viscus iure utrimque ad desidero assumenda damnatio.,Medium,In Progress,40
13734,4644,42297,2023-08-29,Taedium eius audio modi amplus beatus.,Emergency,In Progress,48
13735,4644,12233,2023-04-13,Talio talio occaecati vesica auxilium celebrer adversus venia patria arguo.,High,In Progress,19
13736,4644,42525,2023-01-30,Tenus atque adsuesco candidus confido tego autem textilis vestigium vicissitudo.,Medium,In Progress,42
13737,4644,16605,2024-01-24,Ulciscor ait adhaero admoneo barba claudeo.,Low,Open,47
13738,4644,20336,2024-03-09,Totidem alius denuncio laudantium.,High,Open,40
13739,4645,45646,2022-01-28,Artificiose sequi suscipit arguo convoco dens solutio vehemens amplitudo adimpleo.,Low,Closed,39
13740,4645,18142,2021-12-07,Color abundans stips conscendo assumenda vomica trucido taedium.,Low,Closed,28
13741,4645,41843,2021-04-27,Amitto delectatio adicio totus annus ambitus deludo aiunt venio.,Medium,Open,15
13742,4645,36913,2024-01-17,Denego vitium vel sequi paens aspernatur.,High,In Progress,30
13743,4645,30359,2024-06-13,Astrum despecto curso vitium curriculum corpus.,High,Open,23
13744,4645,34256,2024-01-27,Angulus eum toties vulariter cunae surculus curto tunc.,High,Closed,1
13745,4646,44560,2022-09-29,Aeneus demo cuius conculco tenus caveo tamen acsi distinctio universe.,Medium,Open,36
